sample_id,band_number,date,species,age,sex,ssha_weight,prey,prey_name,migratory,lure,trap,crop,prey_mass,prey_size,year
2016-025,1783-79652,17-Sep-16,SSHA,HY,F,162.4,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-059,1212-17372,17-Sep-16,SSHA,HY,M,98.7,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-111,1833-01235,17-Sep-16,SSHA,HY,F,,HOFI,House Finch,resident,st,dg,f,22,small,2016
2016-125,1833-28004,17-Sep-16,SSHA,HY,F,170.1,HOFI,House Finch,resident,pi,dg,e,22,small,2016
2016-097,1212-17373,17-Sep-16,SSHA,HY,M,98.9,HUVI,Hutton's Vireo,resident,st,dg,e,12,small,2016
2016-041,1823-26041,17-Sep-16,SSHA,HY,F,149.7,NOMO,Northern Mockingbird,resident,st,bn,e,51,medium,2016
2016-032,1683-01633,17-Sep-16,SSHA,HY,M,89.8,OCWA,Orange-crowned Warbler,migrant,hs,dg,e,9,small,2016
2016-054,1783-79649,17-Sep-16,SSHA,HY,F,180.3,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
2016-059,1212-17372,17-Sep-16,SSHA,HY,M,98.7,PUFI,Purple Finch,partial_migrant,st,dg,e,25,small,2016
2016-039,1823-26042,17-Sep-16,SSHA,HY,F,163.2,RWBL,Red-winged Blackbird,resident,st,bn,e,54,medium,2016
2016-020,1783-79647,17-Sep-16,SSHA,HY,F,157.3,SASP,Savannah Sparrow,partial_migrant,st,mn,e,22,small,2016
2016-021,1683-01632,17-Sep-16,SSHA,HY,M,90.4,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-057,1833-01237,17-Sep-16,SSHA,HY,F,159.4,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-039,1823-26042,17-Sep-16,SSHA,HY,F,163.2,SOSP,Song Sparrow,partial_migrant,st,bn,e,24,small,2016
2016-020,1783-79647,17-Sep-16,SSHA,HY,F,157.3,SPTO,Spotted Towhee,resident,st,mn,e,41,medium,2016
2016-025,1783-79652,17-Sep-16,SSHA,HY,F,162.4,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-054,1783-79649,17-Sep-16,SSHA,HY,F,180.3,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-059,1212-17372,17-Sep-16,SSHA,HY,M,98.7,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-111,1833-01235,17-Sep-16,SSHA,HY,F,,SWTH,Swainson's Thrush,migrant,st,dg,f,34,medium,2016
2016-113,1833-28002,17-Sep-16,SSHA,HY,F,164.6,TRBL,Tricolored Blackbird,resident,st,dg,e,57,medium,2016
2016-054,1783-79649,17-Sep-16,SSHA,HY,F,180.3,VATH,Varied Thrush,partial_migrant,st,dg,e,83,large,2016
2016-041,1823-26041,17-Sep-16,SSHA,HY,F,149.7,WAVI,Warbling Vireo,migrant,st,bn,e,13,small,2016
2016-020,1783-79647,17-Sep-16,SSHA,HY,F,157.3,WCSP,White-crowned Sparrow,partial_migrant,st,mn,e,27,small,2016
2016-113,1833-28002,17-Sep-16,SSHA,HY,F,164.6,WETA,Western Tanager,migrant,st,dg,e,30,medium,2016
2016-125,1833-28004,17-Sep-16,SSHA,HY,F,170.1,WETA,Western Tanager,migrant,pi,dg,e,30,medium,2016
2016-097,1212-17373,17-Sep-16,SSHA,HY,M,98.9,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2016-113,1833-28002,17-Sep-16,SSHA,HY,F,164.6,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2016-097,1212-17373,17-Sep-16,SSHA,HY,M,98.9,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-056,1803-10715,17-Sep-16,SSHA,HY,M,102.2,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-063,1823-26046,18-Sep-16,SSHA,HY,F,157.6,AMRO,American Robin,partial_migrant,hs,bn,e,77,large,2016
2016-127,1833-28008,18-Sep-16,SSHA,HY,F,,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-072,1823-26045,18-Sep-16,SSHA,HY,F,172.9,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-112,1833-01238,18-Sep-16,SSHA,HY,F,163.5,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-127,1833-28008,18-Sep-16,SSHA,HY,F,,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-064,1593-2700,18-Sep-16,SSHA,HY,F,256.8,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-016,1833-01240,18-Sep-16,SSHA,HY,F,176.2,HOFI,House Finch,resident,st,dg,e,22,small,2016
2016-063,1823-26046,18-Sep-16,SSHA,HY,F,157.6,HOLA,Horned Lark,resident,hs,bn,e,38,medium,2016
2016-063,1823-26046,18-Sep-16,SSHA,HY,F,157.6,HUVI,Hutton's Vireo,resident,hs,bn,e,12,small,2016
2016-108,1272-31550,18-Sep-16,SSHA,HY,M,,HUVI,Hutton's Vireo,resident,st,dg,e,12,small,2016
2016-016,1833-01240,18-Sep-16,SSHA,HY,F,176.2,MODO,Mourning Dove,partial_migrant,st,dg,e,128,large,2016
2016-044,1823-26110,18-Sep-16,SSHA,HY,F,175,MODO,Mourning Dove,partial_migrant,st,dg,e,128,large,2016
2016-072,1823-26045,18-Sep-16,SSHA,HY,F,172.9,MODO,Mourning Dove,partial_migrant,st,dg,e,128,large,2016
2016-112,1833-01238,18-Sep-16,SSHA,HY,F,163.5,MODO,Mourning Dove,partial_migrant,st,dg,e,128,large,2016
2016-016,1833-01240,18-Sep-16,SSHA,HY,F,176.2,NOMO,Northern Mockingbird,resident,st,dg,e,51,medium,2016
2016-064,1593-2700,18-Sep-16,SSHA,HY,F,256.8,PYNU,Pygmy Nuthatch,resident,st,dg,e,10,small,2016
2016-072,1823-26045,18-Sep-16,SSHA,HY,F,172.9,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-072,1823-26045,18-Sep-16,SSHA,HY,F,172.9,TRBL,Tricolored Blackbird,resident,st,dg,e,57,medium,2016
2016-044,1823-26110,18-Sep-16,SSHA,HY,F,175,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-108,1272-31550,18-Sep-16,SSHA,HY,M,,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-112,1833-01238,18-Sep-16,SSHA,HY,F,163.5,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,AMGO,American Goldfinch,migrant,st,dg,f,16,small,2016
2016-038,1833-01241,19-Sep-16,SSHA,HY,F,157.4,AMGO,American Goldfinch,migrant,st,bn,e,16,small,2016
2015-276,1783-79666,19-Sep-16,SSHA,HY,F,153,AMRO,American Robin,partial_migrant,st,mn,e,77,large,2016
2015-358,1783-79673,19-Sep-16,SSHA,HY,F,171.9,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2015-276,1783-79666,19-Sep-16,SSHA,HY,F,153,BGGN,Blue-gray Gnatcatcher,partial_migrant,st,mn,e,6,small,2016
2016-062,1823-26050,19-Sep-16,SSHA,HY,F,159.3,BRCR,Brown Creeper,resident,st,bn,e,7,small,2016
2015-358,1783-79673,19-Sep-16,SSHA,HY,F,171.9,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-076,1683-01634,19-Sep-16,SSHA,HY,M,90.7,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-082,1823-26049,19-Sep-16,SSHA,HY,F,186.8,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2015-353,1803-10828,19-Sep-16,SSHA,HY,M,96.1,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2015-358,1783-79673,19-Sep-16,SSHA,HY,F,171.9,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-082,1823-26049,19-Sep-16,SSHA,HY,F,186.8,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-105,1663-75700,19-Sep-16,SSHA,HY,F,150.9,FOSP,Fox Sparrow,migrant,st,bn,f,32,medium,2016
2016-002,1663-75699,19-Sep-16,SSHA,HY,F,164.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-006,1663-75698,19-Sep-16,SSHA,HY,F,159.6,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-076,1683-01634,19-Sep-16,SSHA,HY,M,90.7,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-106,1833-01243,19-Sep-16,SSHA,HY,F,158.1,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-075,1823-26052,19-Sep-16,SSHA,HY,F,170.8,HOFI,House Finch,resident,st,bn,e,22,small,2016
2016-080,1823-26051,19-Sep-16,SSHA,HY,F,171.3,HOFI,House Finch,resident,hs,bn,e,22,small,2016
2016-002,1663-75699,19-Sep-16,SSHA,HY,F,164.5,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,SASP,Savannah Sparrow,partial_migrant,st,dg,f,22,small,2016
2016-038,1833-01241,19-Sep-16,SSHA,HY,F,157.4,SASP,Savannah Sparrow,partial_migrant,st,bn,e,22,small,2016
2015-358,1783-79673,19-Sep-16,SSHA,HY,F,171.9,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-002,1663-75699,19-Sep-16,SSHA,HY,F,164.5,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-105,1663-75700,19-Sep-16,SSHA,HY,F,150.9,SPTO,Spotted Towhee,resident,st,bn,f,41,medium,2016
2016-106,1833-01243,19-Sep-16,SSHA,HY,F,158.1,SPTO,Spotted Towhee,resident,st,dg,f,41,medium,2016
2016-002,1663-75699,19-Sep-16,SSHA,HY,F,164.5,STJA,Steller's Jay,resident,st,dg,e,120,large,2016
2016-002,1663-75699,19-Sep-16,SSHA,HY,F,164.5,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-062,1823-26050,19-Sep-16,SSHA,HY,F,159.3,SWTH,Swainson's Thrush,migrant,st,bn,e,34,medium,2016
2016-075,1823-26052,19-Sep-16,SSHA,HY,F,170.8,SWTH,Swainson's Thrush,migrant,st,bn,e,34,medium,2016
2015-276,1783-79666,19-Sep-16,SSHA,HY,F,153,VASW,Vaux's Swift,migrant,st,mn,e,18,small,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-075,1823-26052,19-Sep-16,SSHA,HY,F,170.8,WCSP,White-crowned Sparrow,partial_migrant,st,bn,e,27,small,2016
2016-038,1833-01241,19-Sep-16,SSHA,HY,F,157.4,WEBL,Western Bluebird,partial_migrant,st,bn,e,26,small,2016
2016-106,1833-01243,19-Sep-16,SSHA,HY,F,158.1,WEBL,Western Bluebird,partial_migrant,st,dg,f,26,small,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,WEKI,Western Kingbird,migrant,st,dg,f,42,medium,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,WETA,Western Tanager,migrant,st,dg,f,30,medium,2016
2015-353,1803-10828,19-Sep-16,SSHA,HY,M,96.1,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2016-076,1683-01634,19-Sep-16,SSHA,HY,M,90.7,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2015-265,1783-79667,19-Sep-16,SSHA,HY,F,,YEWA,Yellow Warbler,migrant,st,dg,f,10,small,2016
2015-350,1783-79675,20-Sep-16,SSHA,HY,F,157.7,AMGO,American Goldfinch,migrant,st,dg,e,16,small,2016
2016-070,1783-49702,20-Sep-16,SSHA,HY,F,176.2,AMGO,American Goldfinch,migrant,st,bn,f,16,small,2016
2016-074,1783-49701,20-Sep-16,SSHA,HY,F,182.5,AMGO,American Goldfinch,migrant,st,bn,f,16,small,2016
2015-348,1833-01245,20-Sep-16,SSHA,HY,F,176.7,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2015-350,1783-79675,20-Sep-16,SSHA,HY,F,157.7,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-043,1833-28010,20-Sep-16,SSHA,HY,F,169.1,AMRO,American Robin,partial_migrant,st,bn,e,77,large,2016
2015-253,1833-01244,20-Sep-16,SSHA,HY,F,170.5,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-084,1783-49703,20-Sep-16,SSHA,HY,F,158.2,BEWR,Bewick's Wren,resident,st,bn,f,10,small,2016
2016-084,1783-49703,20-Sep-16,SSHA,HY,F,158.2,BGGN,Blue-gray Gnatcatcher,partial_migrant,st,bn,f,6,small,2016
2016-043,1833-28010,20-Sep-16,SSHA,HY,F,169.1,BRCR,Brown Creeper,resident,st,bn,e,7,small,2016
2015-259,1783-79676,20-Sep-16,SSHA,HY,F,167.6,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2015-348,1833-01245,20-Sep-16,SSHA,HY,F,176.7,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2015-251,1783-79674,20-Sep-16,SSHA,HY,F,159.6,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-070,1783-49702,20-Sep-16,SSHA,HY,F,176.2,FOSP,Fox Sparrow,migrant,st,bn,f,32,medium,2016
2015-251,1783-79674,20-Sep-16,SSHA,HY,F,159.6,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2015-253,1833-01244,20-Sep-16,SSHA,HY,F,170.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-070,1783-49702,20-Sep-16,SSHA,HY,F,176.2,HOFI,House Finch,resident,st,bn,f,22,small,2016
2015-259,1783-79676,20-Sep-16,SSHA,HY,F,167.6,OSFL,Olive-sided Flycatcher,migrant,st,dg,e,34,medium,2016
2016-070,1783-49702,20-Sep-16,SSHA,HY,F,176.2,PISI,Pine Siskin,irruptive,st,bn,f,15,small,2016
2015-251,1783-79674,20-Sep-16,SSHA,HY,F,159.6,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2015-253,1833-01244,20-Sep-16,SSHA,HY,F,170.5,SOSP,Song Sparrow,partial_migrant,st,dg,e,24,small,2016
2015-259,1783-79676,20-Sep-16,SSHA,HY,F,167.6,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-074,1783-49701,20-Sep-16,SSHA,HY,F,182.5,WAVI,Warbling Vireo,migrant,st,bn,f,13,small,2016
2016-043,1833-28010,20-Sep-16,SSHA,HY,F,169.1,WCSP,White-crowned Sparrow,partial_migrant,st,bn,e,27,small,2016
2015-350,1783-79675,20-Sep-16,SSHA,HY,F,157.7,WETA,Western Tanager,migrant,st,dg,e,30,medium,2016
2015-259,1783-79676,20-Sep-16,SSHA,HY,F,167.6,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2015-259,1783-79676,20-Sep-16,SSHA,HY,F,167.6,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2015-350,1783-79675,20-Sep-16,SSHA,HY,F,157.7,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2015-251,1783-79674,20-Sep-16,SSHA,HY,F,159.6,YRWA,Yellow-rumped Warbler,migrant,st,dg,e,12,small,2016
2016-123,1783-79684,21-Sep-16,SSHA,AHY,F,162.1,AMGO,American Goldfinch,migrant,st,bn,e,16,small,2016
2015-331,1783-79679,21-Sep-16,SSHA,HY,F,155,AMGO,American Goldfinch,migrant,st,dg,e,16,small,2016
2016-123,1783-79684,21-Sep-16,SSHA,AHY,F,162.1,BRBL,Brewer's Blackbird,resident,st,bn,e,59,medium,2016
2016-077,1783-49704,21-Sep-16,SSHA,HY,F,167.2,CALT,California Towhee,resident,st,bn,e,57,medium,2016
2016-079,1023-26053,21-Sep-16,SSHA,HY,F,196.3,CALT,California Towhee,resident,st,bn,f,57,medium,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,CBCH,Chestnut-backed Chickadee,resident,hs,dg,e,9,small,2016
2016-114,1272-31551,21-Sep-16,SSHA,HY,M,82.6,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-079,1023-26053,21-Sep-16,SSHA,HY,F,196.3,CEWA,Cedar Waxwing,migrant,st,bn,f,32,medium,2016
2015-331,1783-79679,21-Sep-16,SSHA,HY,F,155,COYT,Common Yellowthroat,partial_migrant,st,dg,e,10,small,2016
2016-030,1803-10717,21-Sep-16,SSHA,HY,M,100.6,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-040,1803-10716,21-Sep-16,SSHA,HY,M,116.5,FOSP,Fox Sparrow,migrant,st,dg,f,32,medium,2016
2016-040,1803-10716,21-Sep-16,SSHA,HY,M,116.5,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-114,1272-31551,21-Sep-16,SSHA,HY,M,82.6,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,PSFL,Pacific-slope Flycatcher,migrant,hs,dg,e,11,small,2016
2016-040,1803-10716,21-Sep-16,SSHA,HY,M,116.5,PSFL,Pacific-slope Flycatcher,migrant,st,dg,f,11,small,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,RBNU,Red-breasted Nuthatch,irruptive,hs,dg,e,11,small,2016
2016-030,1803-10717,21-Sep-16,SSHA,HY,M,100.6,RBNU,Red-breasted Nuthatch,irruptive,st,dg,e,11,small,2016
2016-123,1783-79684,21-Sep-16,SSHA,AHY,F,162.1,SASP,Savannah Sparrow,partial_migrant,st,bn,e,22,small,2016
2016-077,1783-49704,21-Sep-16,SSHA,HY,F,167.2,STJA,Steller's Jay,resident,st,bn,e,120,large,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,SWTH,Swainson's Thrush,migrant,hs,dg,e,34,medium,2016
2016-030,1803-10717,21-Sep-16,SSHA,HY,M,100.6,WETA,Western Tanager,migrant,st,dg,e,30,medium,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,WIWA,Wilson's Warbler,migrant,hs,dg,e,8,small,2016
2016-040,1803-10716,21-Sep-16,SSHA,HY,M,116.5,WREN,Wrentit,resident,st,dg,f,15,small,2016
2015-312,1803-10829,21-Sep-16,SSHA,HY,M,107.5,YEWA,Yellow Warbler,migrant,hs,dg,e,10,small,2016
2016-030,1803-10717,21-Sep-16,SSHA,HY,M,100.6,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-079,1023-26053,21-Sep-16,SSHA,HY,F,196.3,YEWA,Yellow Warbler,migrant,st,bn,f,10,small,2016
2016-004,1833-01247,22-Sep-16,SSHA,HY,F,158.7,AMGO,American Goldfinch,migrant,st,dg,e,16,small,2016
2016-081,1783-49705,23-Sep-16,SSHA,HY,F,167.8,ANHU,Anna's Hummingbird,resident,hs,bn,e,4,small,2016
2015-355,1833-28011,23-Sep-16,SSHA,HY,F,139,BEWR,Bewick's Wren,resident,st,mn,e,10,small,2016
2016-081,1783-49705,23-Sep-16,SSHA,HY,F,167.8,SWTH,Swainson's Thrush,migrant,hs,bn,e,34,medium,2016
2016-036,1833-01254,24-Sep-16,SSHA,HY,F,175.1,AMGO,American Goldfinch,migrant,st,dg,e,16,small,2016
2016-015,1803-10831,24-Sep-16,SSHA,HY,F,151,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-036,1833-01254,24-Sep-16,SSHA,HY,F,175.1,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-005,1783-79689,24-Sep-16,SSHA,HY,F,161.7,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-034,1833-01255,24-Sep-16,SSHA,HY,F,164,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-015,1803-10831,24-Sep-16,SSHA,HY,F,151,COYT,Common Yellowthroat,partial_migrant,st,dg,e,10,small,2016
2016-073,1783-49706,24-Sep-16,SSHA,HY,F,171,DEJU,Dark-eyed Junco,partial_migrant,st,dg,f,20,small,2016
2015-234,1783-79688,24-Sep-16,SSHA,HY,F,161.8,EUCD,Eurasian Collared-Dove,resident,st,dg,e,160,large,2016
2016-015,1803-10831,24-Sep-16,SSHA,HY,F,151,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-034,1833-01255,24-Sep-16,SSHA,HY,F,164,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-055,1783-49707,24-Sep-16,SSHA,HY,F,154.1,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
2015-234,1783-79688,24-Sep-16,SSHA,HY,F,161.8,PYNU,Pygmy Nuthatch,resident,st,dg,e,10,small,2016
2016-034,1833-01255,24-Sep-16,SSHA,HY,F,164,RWBL,Red-winged Blackbird,resident,st,dg,e,54,medium,2016
2016-005,1783-79689,24-Sep-16,SSHA,HY,F,161.7,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-015,1803-10831,24-Sep-16,SSHA,HY,F,151,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-073,1783-49706,24-Sep-16,SSHA,HY,F,171,SPTO,Spotted Towhee,resident,st,dg,f,41,medium,2016
2016-036,1833-01254,24-Sep-16,SSHA,HY,F,175.1,STJA,Steller's Jay,resident,st,dg,e,120,large,2016
2015-234,1783-79688,24-Sep-16,SSHA,HY,F,161.8,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-034,1833-01255,24-Sep-16,SSHA,HY,F,164,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-036,1833-01254,24-Sep-16,SSHA,HY,F,175.1,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-055,1783-49707,24-Sep-16,SSHA,HY,F,154.1,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-065,1823-26054,25-Sep-16,SSHA,HY,F,,HOFI,House Finch,resident,st,bn,f,22,small,2016
2016-065,1823-26054,25-Sep-16,SSHA,HY,F,,SASP,Savannah Sparrow,partial_migrant,st,bn,f,22,small,2016
2016-148,1833-01256,26-Sep-16,SSHA,HY,F,155,AMGO,American Goldfinch,migrant,hs,dg,f,16,small,2016
2016-148,1833-01256,26-Sep-16,SSHA,HY,F,155,CEWA,Cedar Waxwing,migrant,hs,dg,f,32,medium,2016
2016-001,1843-55301,26-Sep-16,SSHA,HY,F,,HOFI,House Finch,resident,st,dg,f,22,small,2016
2016-148,1833-01256,26-Sep-16,SSHA,HY,F,155,HOFI,House Finch,resident,hs,dg,f,22,small,2016
2016-148,1833-01256,26-Sep-16,SSHA,HY,F,155,NOMO,Northern Mockingbird,resident,hs,dg,f,51,medium,2016
2016-029,1783-79694,26-Sep-16,SSHA,HY,F,156,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-029,1783-79694,26-Sep-16,SSHA,HY,F,156,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-027,1783-79693,26-Sep-16,SSHA,HY,F,157.9,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-217,1803-10719,27-Sep-16,SSHA,HY,M,108.9,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-193,1833-28013,27-Sep-16,SSHA,HY,F,159.1,HOFI,House Finch,resident,st,dg,e,22,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,HUVI,Hutton's Vireo,resident,st,dg,e,12,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,OATI,Oak Titmouse,resident,st,dg,e,15,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
2016-217,1803-10719,27-Sep-16,SSHA,HY,M,108.9,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
2016-195,1272-31552,27-Sep-16,SSHA,HY,M,93,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-217,1803-10719,27-Sep-16,SSHA,HY,M,108.9,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-193,1833-28013,27-Sep-16,SSHA,HY,F,159.1,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-192,1683-01637,28-Sep-16,SSHA,HY,F,158.1,AMGO,American Goldfinch,migrant,st,bn,e,16,small,2016
2016-192,1683-01637,28-Sep-16,SSHA,HY,F,158.1,CALT,California Towhee,resident,st,bn,e,57,medium,2016
2016-211,1683-01638,28-Sep-16,SSHA,HY,F,176.6,PSFL,Pacific-slope Flycatcher,migrant,st,bn,e,11,small,2016
2016-192,1683-01637,28-Sep-16,SSHA,HY,F,158.1,SOSP,Song Sparrow,partial_migrant,st,bn,e,24,small,2016
2016-192,1683-01637,28-Sep-16,SSHA,HY,F,158.1,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-191,1833-01258,29-Sep-16,SSHA,HY,F,146,CBCH,Chestnut-backed Chickadee,resident,st,bn,e,9,small,2016
2016-149,1803-10832,29-Sep-16,SSHA,AHY,F,167.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-187,1823-26057,29-Sep-16,SSHA,HY,F,179.1,PISI,Pine Siskin,irruptive,st,dg,f,15,small,2016
2016-191,1833-01258,29-Sep-16,SSHA,HY,F,146,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-187,1823-26057,29-Sep-16,SSHA,HY,F,179.1,SWTH,Swainson's Thrush,migrant,st,dg,f,34,medium,2016
2016-191,1833-01258,29-Sep-16,SSHA,HY,F,146,VATH,Varied Thrush,partial_migrant,st,bn,e,83,large,2016
2016-191,1833-01258,29-Sep-16,SSHA,HY,F,146,WCSP,White-crowned Sparrow,partial_migrant,st,bn,e,27,small,2016
2016-177,1833-01260,30-Sep-16,SSHA,HY,F,183.4,CALT,California Towhee,resident,st,dg,f,57,medium,2016
2016-184,1823-26058,30-Sep-16,SSHA,HY,F,180.2,CASJ,California Scrub-Jay,resident,hs,bn,f,85,large,2016
2016-161,1533-11616,30-Sep-16,SSHA,HY,F,187.4,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-181,1833-01261,30-Sep-16,SSHA,HY,F,149.3,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-157,1533-11615,30-Sep-16,SSHA,HY,F,145.3,GCKI,Golden-crowned Kinglet,partial_migrant,st,dg,e,6,small,2016
2016-161,1533-11616,30-Sep-16,SSHA,HY,F,187.4,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-177,1833-01260,30-Sep-16,SSHA,HY,F,183.4,HOFI,House Finch,resident,st,dg,f,22,small,2016
2016-177,1833-01260,30-Sep-16,SSHA,HY,F,183.4,MODO,Mourning Dove,partial_migrant,st,dg,f,128,large,2016
2016-184,1823-26058,30-Sep-16,SSHA,HY,F,180.2,OATI,Oak Titmouse,resident,hs,bn,f,15,small,2016
2016-167,1713-55573,30-Sep-16,SSHA,HY,M,104.4,PSFL,Pacific-slope Flycatcher,migrant,st,dg,e,11,small,2016
