sample_id,band_number,date,species,age,sex,ssha_weight,prey,prey_name,migratory,lure,trap,crop,prey_mass,prey_size,year
2015-010,1783-79517,20-Sep-15,SSHA,HY,F,175.8,NOMO,Northern Mockingbird,resident,ST,dg,f,51,medium,2015
2015-010,1783-79517,20-Sep-15,SSHA,HY,F,175.8,OCWA,Orange-crowned Warbler,migrant,ST,dg,f,9,small,2015
2015-128,1212-17330,20-Sep-15,SSHA,HY,M,,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,f,11,small,2015
2015-134,1783-79519,20-Sep-15,SSHA,HY,F,161.4,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-011,1783-79518,20-Sep-15,SSHA,HY,F,160,SOSP,Song Sparrow,partial_migrant,ST,dg,e,24,small,2015
2015-134,1783-79519,20-Sep-15,SSHA,HY,F,161.4,STJA,Steller's Jay,resident,ST,dg,e,120,large,2015
2015-134,1783-79519,20-Sep-15,SSHA,HY,F,161.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-011,1783-79518,20-Sep-15,SSHA,HY,F,160,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-128,1212-17330,20-Sep-15,SSHA,HY,M,,YEWA,Yellow Warbler,migrant,ST,dg,f,10,small,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-117,1713-55546,21-Sep-15,SSHA,HY,M,102,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-063,1593-26968,21-Sep-15,SSHA,HY,F,164.5,HETH,Hermit Thrush,migrant,HS,dg,e,30,medium,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,MOCH,Mountain Chickadee,resident,ST,dg,e,11,small,2015
2015-053,1783-52762,21-Sep-15,SSHA,HY,F,156.3,MODO,Mourning Dove,partial_migrant,ST,dg,e,128,large,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-053,1783-52762,21-Sep-15,SSHA,HY,F,156.3,TOWA,Townsend's Warbler,migrant,ST,dg,e,9,small,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,TOWA,Townsend's Warbler,migrant,ST,dg,e,9,small,2015
2015-117,1713-55546,21-Sep-15,SSHA,HY,M,102,TOWA,Townsend's Warbler,migrant,ST,dg,e,9,small,2015
2015-053,1783-52762,21-Sep-15,SSHA,HY,F,156.3,WAVI,Warbling Vireo,migrant,ST,dg,e,13,small,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-101,1713-55547,21-Sep-15,SSHA,HY,M,109.9,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-136,1783-79529,22-Sep-15,SSHA,HY,F,183.1,AMGO,American Goldfinch,migrant,ST,dg,f,16,small,2015
2015-037,1783-79532,22-Sep-15,SSHA,HY,F,166.3,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-067,1823-26002,22-Sep-15,SSHA,HY,F,172.7,AMRO,American Robin,partial_migrant,ST,bn,f,77,large,2015
2015-133,1783-79530,22-Sep-15,SSHA,HY,F,164.9,AMRO,American Robin,partial_migrant,ST,dg,f,77,large,2015
2015-052,1713-55552,22-Sep-15,SSHA,HY,M,97.8,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-131,1212-17334,22-Sep-15,SSHA,HY,M,86.9,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-133,1783-79530,22-Sep-15,SSHA,HY,F,164.9,CEWA,Cedar Waxwing,migrant,ST,dg,f,32,medium,2015
2015-067,1823-26002,22-Sep-15,SSHA,HY,F,172.7,COYT,Common Yellowthroat,partial_migrant,ST,bn,f,10,small,2015
2015-037,1783-79532,22-Sep-15,SSHA,HY,F,166.3,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-116,1783-79528,22-Sep-15,SSHA,HY,F,172,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-133,1783-79530,22-Sep-15,SSHA,HY,F,164.9,FOSP,Fox Sparrow,migrant,ST,dg,f,32,medium,2015
2015-116,1783-79528,22-Sep-15,SSHA,HY,F,172,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-052,1713-55552,22-Sep-15,SSHA,HY,M,97.8,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-064,1823-26004,22-Sep-15,SSHA,HY,F,165.2,HUVI,Hutton's Vireo,resident,ST,bn,e,12,small,2015
2015-067,1823-26002,22-Sep-15,SSHA,HY,F,172.7,NOMO,Northern Mockingbird,resident,ST,bn,f,51,medium,2015
2015-052,1713-55552,22-Sep-15,SSHA,HY,M,97.8,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-037,1783-79532,22-Sep-15,SSHA,HY,F,166.3,RWBL,Red-winged Blackbird,resident,ST,dg,e,54,medium,2015
2015-102,1593-04083,22-Sep-15,SSHA,HY,F,149.7,SASP,Savannah Sparrow,partial_migrant,ST,bn,e,22,small,2015
2015-064,1823-26004,22-Sep-15,SSHA,HY,F,165.2,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-037,1783-79532,22-Sep-15,SSHA,HY,F,166.3,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-116,1783-79528,22-Sep-15,SSHA,HY,F,172,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-136,1783-79529,22-Sep-15,SSHA,HY,F,183.1,SWTH,Swainson's Thrush,migrant,ST,dg,f,34,medium,2015
2015-064,1823-26004,22-Sep-15,SSHA,HY,F,165.2,TOWA,Townsend's Warbler,migrant,ST,bn,e,9,small,2015
2015-037,1783-79532,22-Sep-15,SSHA,HY,F,166.3,VATH,Varied Thrush,partial_migrant,ST,dg,e,83,large,2015
2015-131,1212-17334,22-Sep-15,SSHA,HY,M,86.9,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-070,1823-26003,22-Sep-15,SSHA,HY,F,163.2,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-116,1783-79528,22-Sep-15,SSHA,HY,F,172,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-131,1212-17334,22-Sep-15,SSHA,HY,M,86.9,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-058,1663-75674,23-Sep-15,SSHA,HY,F,164.1,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,AMGO,American Goldfinch,migrant,ST,bn,e,16,small,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,AMRO,American Robin,partial_migrant,ST,bn,e,77,large,2015
2015-135,1533-17833,23-Sep-15,SSHA,HY,F,171.9,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-059,1713-55554,23-Sep-15,SSHA,HY,M,,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,CBCH,Chestnut-backed Chickadee,resident,HS,dg,f,9,small,2015
2015-058,1663-75674,23-Sep-15,SSHA,HY,F,164.1,DEJU,Dark-eyed Junco,partial_migrant,ST,dg,e,20,small,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,DEJU,Dark-eyed Junco,partial_migrant,ST,bn,e,20,small,2015
2015-065,1593-26969,23-Sep-15,SSHA,HY,F,159.4,EUCD,Eurasian Collared-Dove,resident,HS,dg,e,160,large,2015
2015-059,1713-55554,23-Sep-15,SSHA,HY,M,,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-057,1783-52763,23-Sep-15,SSHA,HY,F,164.4,HETH,Hermit Thrush,migrant,ST,bn,e,30,medium,2015
2015-071,1683-01610,23-Sep-15,SSHA,HY,M,99.2,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-072,1342-17785,23-Sep-15,SSHA,HY,M,95.4,HETH,Hermit Thrush,migrant,HS,bn,e,30,medium,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,HETH,Hermit Thrush,migrant,HS,dg,f,30,medium,2015
2015-071,1683-01610,23-Sep-15,SSHA,HY,M,99.2,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,NOMO,Northern Mockingbird,resident,ST,bn,e,51,medium,2015
2015-059,1713-55554,23-Sep-15,SSHA,HY,M,,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-072,1342-17785,23-Sep-15,SSHA,HY,M,95.4,RBNU,Red-breasted Nuthatch,irruptive,HS,bn,e,11,small,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,RBNU,Red-breasted Nuthatch,irruptive,HS,dg,f,11,small,2015
2015-065,1593-26969,23-Sep-15,SSHA,HY,F,159.4,SASP,Savannah Sparrow,partial_migrant,HS,dg,e,22,small,2015
2015-065,1593-26969,23-Sep-15,SSHA,HY,F,159.4,SOSP,Song Sparrow,partial_migrant,HS,dg,e,24,small,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,SOSP,Song Sparrow,partial_migrant,HS,dg,f,24,small,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,SWTH,Swainson's Thrush,migrant,HS,dg,f,34,medium,2015
2015-135,1533-17833,23-Sep-15,SSHA,HY,F,171.9,VATH,Varied Thrush,partial_migrant,ST,dg,e,83,large,2015
2015-072,1342-17785,23-Sep-15,SSHA,HY,M,95.4,WAVI,Warbling Vireo,migrant,HS,bn,e,13,small,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,WAVI,Warbling Vireo,migrant,HS,dg,f,13,small,2015
2015-058,1663-75674,23-Sep-15,SSHA,HY,F,164.1,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-065,1593-26969,23-Sep-15,SSHA,HY,F,159.4,WETA,Western Tanager,migrant,HS,dg,e,30,medium,2015
2015-071,1683-01610,23-Sep-15,SSHA,HY,M,99.2,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-073,1683-01611,23-Sep-15,SSHA,HY,M,97.7,WETA,Western Tanager,migrant,HS,dg,f,30,medium,2015
2015-130,1783-79533,23-Sep-15,SSHA,HY,F,165.3,WETA,Western Tanager,migrant,ST,bn,e,30,medium,2015
2015-065,1593-26969,23-Sep-15,SSHA,HY,F,159.4,WREN,Wrentit,resident,HS,dg,e,15,small,2015
2015-059,1713-55554,23-Sep-15,SSHA,HY,M,,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-135,1533-17833,23-Sep-15,SSHA,HY,F,171.9,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-123,1783-79549,24-Sep-15,SSHA,HY,F,162,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-114,1603-41271,24-Sep-15,SSHA,HY,M,96.8,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-126,1593-04086,24-Sep-15,SSHA,HY,F,174.4,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-148,1683-01613,24-Sep-15,SSHA,HY,M,90.9,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-115,1593-04085,24-Sep-15,SSHA,HY,F,148.7,DEJU,Dark-eyed Junco,partial_migrant,ST,bn,e,20,small,2015
2015-202,1783-79550,24-Sep-15,SSHA,HY,F,173.2,DEJU,Dark-eyed Junco,partial_migrant,ST,dg,f,20,small,2015
2015-126,1593-04086,24-Sep-15,SSHA,HY,F,174.4,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-137,1783-79548,24-Sep-15,SSHA,HY,F,164.7,FOSP,Fox Sparrow,migrant,ST,bn,e,32,medium,2015
2015-148,1683-01613,24-Sep-15,SSHA,HY,M,90.9,GCKI,Golden-crowned Kinglet,partial_migrant,ST,dg,e,6,small,2015
2015-202,1783-79550,24-Sep-15,SSHA,HY,F,173.2,MGWA,MacGillivray's Warbler,migrant,ST,dg,f,11,small,2015
2015-148,1683-01613,24-Sep-15,SSHA,HY,M,90.9,PISI,Pine Siskin,irruptive,ST,dg,e,15,small,2015
2015-202,1783-79550,24-Sep-15,SSHA,HY,F,173.2,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,f,11,small,2015
2015-157,1823-26007,24-Sep-15,SSHA,HY,F,170,SASP,Savannah Sparrow,partial_migrant,HS,bn,f,22,small,2015
2015-114,1603-41271,24-Sep-15,SSHA,HY,M,96.8,SOSP,Song Sparrow,partial_migrant,ST,dg,e,24,small,2015
2015-114,1603-41271,24-Sep-15,SSHA,HY,M,96.8,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-126,1593-04086,24-Sep-15,SSHA,HY,F,174.4,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-137,1783-79548,24-Sep-15,SSHA,HY,F,164.7,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-126,1593-04086,24-Sep-15,SSHA,HY,F,174.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-148,1683-01613,24-Sep-15,SSHA,HY,M,90.9,WBNU,White-breasted Nuthatch,resident,ST,dg,e,24,small,2015
2015-126,1593-04086,24-Sep-15,SSHA,HY,F,174.4,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-114,1603-41271,24-Sep-15,SSHA,HY,M,96.8,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-202,1783-79550,24-Sep-15,SSHA,HY,F,173.2,YRWA,Yellow-rumped Warbler,migrant,ST,dg,f,12,small,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-006,1533-17834,25-Sep-15,SSHA,HY,F,164.5,BHCO,Brown-headed Cowbird,partial_migrant,ST,mn,f,40,medium,2015
2015-119,1593-04087,25-Sep-15,SSHA,HY,F,162.4,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-140,1823-26008,25-Sep-15,SSHA,HY,F,161.4,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-060,1783-52764,25-Sep-15,SSHA,HY,F,,FOSP,Fox Sparrow,migrant,ST,dg,f,32,medium,2015
2015-119,1593-04087,25-Sep-15,SSHA,HY,F,162.4,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-166,1683-01617,25-Sep-15,SSHA,HY,M,,FOSP,Fox Sparrow,migrant,ST,dg,f,32,medium,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,HETH,Hermit Thrush,migrant,HS,dg,e,30,medium,2015
2015-060,1783-52764,25-Sep-15,SSHA,HY,F,,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-119,1593-04087,25-Sep-15,SSHA,HY,F,162.4,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,HOFI,House Finch,resident,HS,dg,e,22,small,2015
2015-166,1683-01617,25-Sep-15,SSHA,HY,M,,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-158,1683-01615,25-Sep-15,SSHA,HY,M,106.5,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,MODO,Mourning Dove,partial_migrant,HS,dg,e,128,large,2015
2015-119,1593-04087,25-Sep-15,SSHA,HY,F,162.4,NOMO,Northern Mockingbird,resident,ST,dg,e,51,medium,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,OCWA,Orange-crowned Warbler,migrant,ST,dg,e,9,small,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,RBNU,Red-breasted Nuthatch,irruptive,HS,dg,e,11,small,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-154,1683-01614,25-Sep-15,SSHA,HY,M,99.4,RBNU,Red-breasted Nuthatch,irruptive,HS,dg,e,11,small,2015
2015-158,1683-01615,25-Sep-15,SSHA,HY,M,106.5,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,SPTO,Spotted Towhee,resident,HS,dg,e,41,medium,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-143,1823-26009,25-Sep-15,SSHA,HY,F,164.9,WIWA,Wilson's Warbler,migrant,HS,dg,e,8,small,2015
2015-158,1683-01615,25-Sep-15,SSHA,HY,M,106.5,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-006,1533-17834,25-Sep-15,SSHA,HY,F,164.5,YEWA,Yellow Warbler,migrant,ST,mn,f,10,small,2015
2015-140,1823-26008,25-Sep-15,SSHA,HY,F,161.4,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-144,1593-26974,25-Sep-15,SSHA,HY,F,164,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-158,1683-01615,25-Sep-15,SSHA,HY,M,106.5,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-166,1683-01617,25-Sep-15,SSHA,HY,M,,YEWA,Yellow Warbler,migrant,ST,dg,f,10,small,2015
2015-121,1823-26010,26-Sep-15,SSHA,HY,F,156,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-121,1823-26010,26-Sep-15,SSHA,HY,F,156,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-121,1823-26010,26-Sep-15,SSHA,HY,F,156,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-121,1823-26010,26-Sep-15,SSHA,HY,F,156,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-161,1823-26010,26-Sep-15,SSHA,HY,F,156,SOSP,Song Sparrow,partial_migrant,ST,dg,e,24,small,2015
2015-151,1593-26975,26-Sep-15,SSHA,HY,F,204.3,WETA,Western Tanager,migrant,ST,bn,e,30,medium,2015
2015-151,1593-26975,26-Sep-15,SSHA,HY,F,204.3,YEWA,Yellow Warbler,migrant,ST,bn,e,10,small,2015
2015-187,1593-04095,27-Sep-15,SSHA,HY,F,172.1,AMGO,American Goldfinch,migrant,ST,mn,e,16,small,2015
2015-196,1212-17340,27-Sep-15,SSHA,HY,M,101,AMGO,American Goldfinch,migrant,ST,dg,f,16,small,2015
2015-182,1823-26012,27-Sep-15,SSHA,HY,F,157.2,AMRO,American Robin,partial_migrant,ST,bn,e,77,large,2015
2015-177,1212-17342,27-Sep-15,SSHA,HY,M,87,CALT,California Towhee,resident,ST,dg,f,57,medium,2015
2015-198,1783-79566,27-Sep-15,SSHA,HY,F,155.5,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-163,1823-26011,27-Sep-15,SSHA,HY,F,179.2,FOSP,Fox Sparrow,migrant,HS,bn,e,32,medium,2015
2015-186,1212-17341,27-Sep-15,SSHA,HY,M,,FOSP,Fox Sparrow,migrant,ST,dg,f,32,medium,2015
2015-192,1603-41280,27-Sep-15,SSHA,HY,M,103.5,FOSP,Fox Sparrow,migrant,ST,dg,f,32,medium,2015
2015-177,1212-17342,27-Sep-15,SSHA,HY,M,87,HETH,Hermit Thrush,migrant,ST,dg,f,30,medium,2015
2015-196,1212-17340,27-Sep-15,SSHA,HY,M,101,HETH,Hermit Thrush,migrant,ST,dg,f,30,medium,2015
2015-182,1823-26012,27-Sep-15,SSHA,HY,F,157.2,HOFI,House Finch,resident,ST,bn,e,22,small,2015
2015-187,1593-04095,27-Sep-15,SSHA,HY,F,172.1,HOFI,House Finch,resident,ST,mn,e,22,small,2015
2015-163,1823-26011,27-Sep-15,SSHA,HY,F,179.2,RBNU,Red-breasted Nuthatch,irruptive,HS,bn,e,11,small,2015
2015-168,1593-04094,27-Sep-15,SSHA,HY,F,161,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-192,1603-41280,27-Sep-15,SSHA,HY,M,103.5,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,f,11,small,2015
2015-198,1783-79566,27-Sep-15,SSHA,HY,F,155.5,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-182,1823-26012,27-Sep-15,SSHA,HY,F,157.2,SASP,Savannah Sparrow,partial_migrant,ST,bn,e,22,small,2015
2015-187,1593-04095,27-Sep-15,SSHA,HY,F,172.1,SASP,Savannah Sparrow,partial_migrant,ST,mn,e,22,small,2015
2015-196,1212-17340,27-Sep-15,SSHA,HY,M,101,SASP,Savannah Sparrow,partial_migrant,ST,dg,f,22,small,2015
2015-163,1823-26011,27-Sep-15,SSHA,HY,F,179.2,SWTH,Swainson's Thrush,migrant,HS,bn,e,34,medium,2015
2015-198,1783-79566,27-Sep-15,SSHA,HY,F,155.5,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-163,1823-26011,27-Sep-15,SSHA,HY,F,179.2,WETA,Western Tanager,migrant,HS,bn,e,30,medium,2015
2015-187,1593-04095,27-Sep-15,SSHA,HY,F,172.1,WETA,Western Tanager,migrant,ST,mn,e,30,medium,2015
2015-163,1823-26011,27-Sep-15,SSHA,HY,F,179.2,WIWA,Wilson's Warbler,migrant,HS,bn,e,8,small,2015
2015-196,1212-17340,27-Sep-15,SSHA,HY,M,101,WREN,Wrentit,resident,ST,dg,f,15,small,2015
2015-189,1593-04100,28-Sep-15,SSHA,HY,F,174.9,AMGO,American Goldfinch,migrant,ST,bn,e,16,small,2015
2015-170,1593-04099,28-Sep-15,SSHA,HY,F,185.7,AMRO,American Robin,partial_migrant,ST,bn,f,77,large,2015
2015-173,1593-04098,28-Sep-15,SSHA,HY,F,158.6,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-167,1593-26977,28-Sep-15,SSHA,HY,F,162.7,BEWR,Bewick's Wren,resident,ST,bn,e,10,small,2015
2015-167,1593-26977,28-Sep-15,SSHA,HY,F,162.7,CALT,California Towhee,resident,ST,bn,e,57,medium,2015
2015-189,1593-04100,28-Sep-15,SSHA,HY,F,174.9,CALT,California Towhee,resident,ST,bn,e,57,medium,2015
2015-199,1783-79574,28-Sep-15,SSHA,HY,F,175,CBCH,Chestnut-backed Chickadee,resident,ST,bn,e,9,small,2015
2015-172,1603-41283,28-Sep-15,SSHA,HY,M,100.8,COYT,Common Yellowthroat,partial_migrant,ST,dg,e,10,small,2015
2015-174,1713-55549,28-Sep-15,SSHA,HY,M,98.2,DEJU,Dark-eyed Junco,partial_migrant,ST,dg,e,20,small,2015
2015-164,1593-04097,28-Sep-15,SSHA,HY,F,160.2,FOSP,Fox Sparrow,migrant,ST,bn,e,32,medium,2015
2015-171,1603-41282,28-Sep-15,SSHA,HY,M,95.4,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-180,1783-79568,28-Sep-15,SSHA,HY,F,178,FOSP,Fox Sparrow,migrant,ST,mn,e,32,medium,2015
2015-200,1593-26978,28-Sep-15,SSHA,HY,F,200.2,FOSP,Fox Sparrow,migrant,ST,bn,f,32,medium,2015
2015-172,1603-41283,28-Sep-15,SSHA,HY,M,100.8,GCKI,Golden-crowned Kinglet,partial_migrant,ST,dg,e,6,small,2015
2015-173,1593-04098,28-Sep-15,SSHA,HY,F,158.6,GCKI,Golden-crowned Kinglet,partial_migrant,ST,dg,e,6,small,2015
2015-173,1593-04098,28-Sep-15,SSHA,HY,F,158.6,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-176,1603-41288,28-Sep-15,SSHA,HY,M,99.4,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-175,1683-01618,28-Sep-15,SSHA,HY,M,98.4,HUVI,Hutton's Vireo,resident,HS,dg,e,12,small,2015
2015-193,1783-79569,28-Sep-15,SSHA,HY,F,172,HUVI,Hutton's Vireo,resident,ST,bn,e,12,small,2015
2015-171,1603-41282,28-Sep-15,SSHA,HY,M,95.4,MGWA,MacGillivray's Warbler,migrant,ST,dg,e,11,small,2015
2015-180,1783-79568,28-Sep-15,SSHA,HY,F,178,OCWA,Orange-crowned Warbler,migrant,ST,mn,e,9,small,2015
2015-174,1713-55549,28-Sep-15,SSHA,HY,M,98.2,PYNU,Pygmy Nuthatch,resident,ST,dg,e,10,small,2015
2015-171,1603-41282,28-Sep-15,SSHA,HY,M,95.4,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-174,1713-55549,28-Sep-15,SSHA,HY,M,98.2,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-175,1683-01618,28-Sep-15,SSHA,HY,M,98.4,RBNU,Red-breasted Nuthatch,irruptive,HS,dg,e,11,small,2015
2015-170,1593-04099,28-Sep-15,SSHA,HY,F,185.7,SASP,Savannah Sparrow,partial_migrant,ST,bn,f,22,small,2015
2015-173,1593-04098,28-Sep-15,SSHA,HY,F,158.6,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-176,1603-41288,28-Sep-15,SSHA,HY,M,99.4,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-171,1603-41282,28-Sep-15,SSHA,HY,M,95.4,SOSP,Song Sparrow,partial_migrant,ST,dg,e,24,small,2015
2015-176,1603-41288,28-Sep-15,SSHA,HY,M,99.4,SOSP,Song Sparrow,partial_migrant,ST,dg,e,24,small,2015
2015-173,1593-04098,28-Sep-15,SSHA,HY,F,158.6,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-176,1603-41288,28-Sep-15,SSHA,HY,M,99.4,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-180,1783-79568,28-Sep-15,SSHA,HY,F,178,SPTO,Spotted Towhee,resident,ST,mn,e,41,medium,2015
2015-189,1593-04100,28-Sep-15,SSHA,HY,F,174.9,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-164,1593-04097,28-Sep-15,SSHA,HY,F,160.2,STJA,Steller's Jay,resident,ST,bn,e,120,large,2015
2015-164,1593-04097,28-Sep-15,SSHA,HY,F,160.2,SWTH,Swainson's Thrush,migrant,ST,bn,e,34,medium,2015
2015-171,1603-41282,28-Sep-15,SSHA,HY,M,95.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-172,1603-41283,28-Sep-15,SSHA,HY,M,100.8,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-175,1683-01618,28-Sep-15,SSHA,HY,M,98.4,SWTH,Swainson's Thrush,migrant,HS,dg,e,34,medium,2015
2015-180,1783-79568,28-Sep-15,SSHA,HY,F,178,SWTH,Swainson's Thrush,migrant,ST,mn,e,34,medium,2015
